region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
228,20,9,0.0,0.0,1.05555,0.490655,0.833333,0.7527729999999999,125.0,114.0,140.556,120.444,-33.0,46.6667,-13.6667,140.556,0.188892,-2.34801,sky
106,107,9,0.0,0.0,1.11111,0.720082,0.666667,0.421637,22.5556,13.0,36.0,18.6667,-28.6667,40.3333,-11.6667,36.0,0.638541,-2.35462,foliage
112,77,9,0.0,0.0,0.9444469999999999,0.5741350000000001,1.16667,0.809667,107.63,93.8889,125.22200000000001,103.77799999999999,-41.2222,52.7778,-11.5556,125.22200000000001,0.250143,-2.42468,sky
128,15,9,0.0,0.0,0.77778,0.27216799999999997,0.555556,0.620632,129.259,118.333,144.0,125.444,-32.7778,44.2222,-11.4444,144.0,0.17818,-2.3824400000000003,sky
230,113,9,0.0,0.0,1.11111,0.501849,0.555556,0.544331,21.5926,18.1111,27.8889,18.7778,-10.4444,18.8889,-8.44444,27.8889,0.350082,-2.16363,window
181,87,9,0.0,0.0,1.22222,0.47406899999999996,0.777779,0.207406,135.407,127.889,146.444,131.889,-22.5556,33.1111,-10.5556,146.444,0.12657100000000002,-2.31287,sky
205,190,9,0.0,0.0,1.27778,0.9981450000000001,1.61111,1.12382,49.4815,44.7778,60.6667,43.0,-14.1111,33.5556,-19.4444,60.6667,0.290788,-1.9876,path
6,51,9,0.0,0.0,1.66667,2.0,1.61111,2.10741,19.5926,18.7778,25.6667,14.3333,-2.44444,18.2222,-15.7778,25.6667,0.44286099999999995,-1.6812900000000002,brickface
118,126,9,0.0,0.0,0.666667,0.4,1.83333,2.12222,20.5556,16.1111,28.6667,16.8889,-13.3333,24.3333,-11.0,28.6667,0.43707799999999997,-2.1588,cement
82,120,9,0.0,0.0,5.66667,46.9333,5.94444,60.063,6.962960000000001,3.33333,12.7778,4.77778,-10.8889,17.4444,-6.555560000000001,12.7778,0.822893,-2.2401299999999997,foliage
170,226,9,0.0,0.0,1.55556,1.42465,2.38889,1.28956,11.8889,10.1111,8.0,17.5556,-5.33333,-11.6667,17.0,17.5556,0.54833,1.87251,grass
170,154,9,0.0,0.0,0.11111099999999999,0.17213299999999998,0.055555600000000004,0.13608299999999998,0.0740741,0.0,0.22222199999999998,0.0,-0.22222199999999998,0.44444399999999995,-0.22222199999999998,0.22222199999999998,0.22222199999999998,-2.0944,window
70,98,9,0.11111099999999999,0.0,1.22222,1.71852,1.77778,1.3185200000000001,4.66667,1.22222,9.22222,3.55556,-10.3333,13.6667,-3.33333,9.22222,0.89084,-2.39542,foliage
194,183,9,0.0,0.0,0.777778,0.583731,2.94444,1.62504,54.7407,49.2222,67.7778,47.2222,-16.5556,39.1111,-22.5556,67.7778,0.30312100000000003,-1.9917,path
116,192,9,0.11111099999999999,0.0,6.05556,2.82384,4.33333,3.06232,57.0741,50.3333,72.1111,48.7778,-20.2222,45.1111,-24.8889,72.1111,0.324017,-2.02475,path
86,140,9,0.0,0.0,5.44444,4.768730000000001,3.05556,2.67845,9.925930000000001,6.0,15.1111,8.66667,-11.7778,15.5556,-3.7777800000000004,15.1111,0.627944,-2.41782,foliage
244,211,9,0.0,0.0,1.66667,1.33333,2.0,2.3111099999999998,13.6296,10.7778,12.8889,17.2222,-8.55556,-2.22222,10.7778,17.2222,0.374806,2.44102,grass
197,182,9,0.0,0.0,2.22222,1.25904,3.44444,2.8258099999999997,55.8519,50.1111,69.1111,48.3333,-17.2222,39.7778,-22.5556,69.1111,0.300643,-2.00156,path
42,57,9,0.0,0.0,1.38889,0.975628,0.999999,0.36514800000000003,65.7037,59.4444,79.4444,58.2222,-18.7778,41.2222,-22.4444,79.4444,0.266776,-2.0307,cement
23,55,9,0.0,0.0,2.22222,3.6740699999999995,1.77778,0.785185,23.4444,21.6667,31.1111,17.5556,-5.33333,23.0,-17.6667,31.1111,0.43506999999999996,-1.7711599999999998,brickface
108,113,9,0.0,0.0,0.44444399999999995,0.207407,0.44444399999999995,0.118519,5.51852,6.888889999999999,6.66667,3.0,4.11111,3.44444,-7.555560000000001,6.888889999999999,0.566138,-0.989308,brickface
4,96,9,0.0,0.0,2.22222,2.96296,1.55556,2.25185,3.55556,0.8888889999999999,7.77778,2.0,-8.0,12.6667,-4.66667,7.77778,0.910065,-2.24448,foliage
123,152,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window
71,180,9,0.11111099999999999,0.0,1.22222,0.562963,3.0,1.8666599999999998,22.3333,18.3333,21.4444,27.2222,-12.0,-2.66667,14.6667,27.2222,0.327383,2.45383,grass
204,25,9,0.0,0.0,0.611111,0.32962800000000003,0.833333,0.477775,102.48100000000001,88.0,125.667,93.7778,-43.4444,69.5556,-26.1111,125.667,0.299583,-2.2534099999999997,sky
114,121,9,0.0,0.0,0.44444399999999995,0.11851800000000001,0.611111,0.10740699999999999,6.40741,8.0,7.444439999999999,3.7777800000000004,4.77778,3.11111,-7.888889999999999,8.0,0.528219,-0.914324,brickface
98,107,9,0.0,0.0,4.66667,3.7333300000000005,3.94444,17.1296,8.7037,4.88889,14.5556,6.66667,-11.4444,17.5556,-6.11111,14.5556,0.697226,-2.28015,foliage
16,82,9,0.0,0.0,4.33333,41.2889,6.22222,66.6518,8.48148,4.33333,14.5556,6.555560000000001,-12.4444,18.2222,-5.77778,14.5556,0.742819,-2.32063,foliage
250,176,9,0.0,0.11111099999999999,1.61111,1.06284,3.44444,1.6953099999999999,53.6667,47.1111,67.6667,46.2222,-19.6667,42.0,-22.3333,67.6667,0.318137,-2.05226,path
167,45,9,0.0,0.0,0.9444440000000001,0.729629,0.611109,0.28518499999999997,101.22200000000001,87.1111,124.0,92.5556,-42.3333,68.3333,-26.0,124.0,0.297414,-2.24782,sky
197,121,9,0.0,0.0,21.6667,17.3628,0.9444440000000001,0.9047209999999999,41.037,37.4444,49.4444,36.2222,-10.7778,25.2222,-14.4444,49.4444,0.280578,-1.99554,cement
75,113,9,0.0,0.11111099999999999,2.94444,4.12266,6.16667,6.2245,27.8889,17.1111,44.2222,22.3333,-32.3333,49.0,-16.6667,44.2222,0.622071,-2.29665,foliage
214,108,9,0.0,0.0,0.666667,0.36514800000000003,0.666667,0.298143,16.9259,13.5556,23.4444,13.7778,-10.1111,19.5556,-9.44444,23.4444,0.421675,-2.11765,window
115,195,9,0.0,0.0,3.83333,2.9571,3.94444,1.70511,57.1111,51.3333,70.1111,49.8889,-17.3333,39.0,-21.6667,70.1111,0.28836,-2.01559,path
159,138,9,0.0,0.0,0.166667,0.166667,0.333333,0.13333299999999998,2.66667,1.11111,5.88889,1.0,-4.66667,9.66667,-5.0,5.88889,0.826852,-2.07782,window
150,152,9,0.0,0.0,0.11111099999999999,0.0296296,2.05556,3.57407,1.37037,1.0,2.33333,0.777778,-1.11111,2.88889,-1.77778,2.33333,0.537037,-2.00735,window
139,113,9,0.0,0.0,0.9444440000000001,0.9756290000000001,0.666667,0.42163599999999996,29.3333,24.8889,37.0,26.1111,-13.3333,23.0,-9.66667,37.0,0.327385,-2.19983,window
121,113,9,0.0,0.0,1.72222,1.5296299999999998,2.94444,1.5296299999999998,20.2593,20.0,25.4444,15.3333,-0.777778,15.5556,-14.7778,25.4444,0.39658899999999997,-1.58561,brickface
112,18,9,0.0,0.0,0.833333,0.6912159999999999,0.5,0.278888,113.77799999999999,102.333,130.111,108.889,-34.3333,49.0,-14.6667,130.111,0.21325700000000003,-2.34084,sky
253,75,9,0.0,0.0,0.666668,0.26666599999999996,0.8888879999999999,0.385187,88.5556,72.0,115.889,77.7778,-49.6667,82.0,-32.3333,115.889,0.378682,-2.2319999999999998,sky
57,89,9,0.0,0.0,1.72222,1.3066799999999998,6.16667,4.70343,17.0,13.0,24.5556,13.4444,-12.0,22.6667,-10.6667,24.5556,0.47748900000000005,-2.12975,window
53,53,9,0.0,0.0,1.0,0.44444399999999995,1.11111,0.429629,113.148,104.333,130.222,104.889,-26.4444,51.2222,-24.7778,130.222,0.200484,-2.11701,sky
159,116,9,0.11111099999999999,0.0,0.44444399999999995,0.344265,2.05556,1.1038700000000001,29.8148,25.6667,37.1111,26.6667,-12.4444,21.8889,-9.44444,37.1111,0.310286,-2.17751,window
225,58,9,0.0,0.0,0.333334,0.421637,0.444445,0.344265,8.33333,5.55556,14.1111,5.33333,-8.33333,17.3333,-9.0,14.1111,0.622222,-2.0685599999999997,window
115,182,9,0.0,0.0,0.555556,1.04704,0.722223,1.14342,17.5926,15.4444,14.0,23.3333,-6.44444,-10.7778,17.2222,23.3333,0.399447,1.9375900000000001,grass
226,90,9,0.0,0.0,0.777778,0.620633,0.388889,0.250924,7.18518,5.11111,12.1111,4.33333,-6.22222,14.7778,-8.55556,12.1111,0.641018,-1.98955,window
152,155,9,0.0,0.0,0.5,0.611111,10.7778,131.80700000000002,7.2963,5.33333,11.0,5.55556,-5.88889,11.1111,-5.22222,11.0,0.5,-2.11557,window
147,111,9,0.0,0.0,0.388889,0.151852,0.444445,0.118519,5.66667,7.0,7.0,3.0,4.0,4.0,-8.0,7.33333,0.59127,-1.0414299999999999,brickface
101,80,9,0.0,0.0,3.55556,1.85185,3.0,3.8666699999999996,24.8148,24.3333,31.5556,18.5556,-1.44444,20.2222,-18.7778,31.5556,0.41209399999999996,-1.62045,brickface
226,176,9,0.0,0.0,3.05555,3.27561,2.38889,2.87067,56.9259,50.4444,71.4444,48.8889,-19.4444,43.5556,-24.1111,71.4444,0.315862,-2.02178,path
149,163,9,0.0,0.0,2.61111,12.1518,14.0,48.8889,41.6667,35.4444,51.3333,38.2222,-18.6667,29.0,-10.3333,51.3333,0.297547,-2.38444,path
116,184,9,0.0,0.0,2.22222,2.11852,10.6111,45.0852,31.7037,28.7778,38.0,28.3333,-8.77778,18.8889,-10.1111,38.3333,0.250721,-2.2154599999999998,path
163,43,9,0.0,0.0,0.833335,0.43333299999999997,0.833335,0.611111,126.48100000000001,117.333,140.556,121.556,-27.4444,42.2222,-14.7778,140.556,0.165192,-2.28021,sky
233,81,9,0.0,0.0,0.611113,0.329631,1.05556,0.5518529999999999,90.4074,75.6667,116.444,79.1111,-44.2222,78.1111,-33.8889,116.444,0.350039,-2.18233,sky
136,129,9,0.11111099999999999,0.0,1.9444400000000002,3.0851900000000003,2.0,3.15556,24.7037,19.1111,34.8889,20.1111,-16.7778,30.5556,-13.7778,34.8889,0.449747,-2.16105,cement
52,82,9,0.0,0.0,3.2777800000000004,0.46296400000000004,1.33333,0.488889,44.8889,41.5556,53.1111,40.0,-10.0,24.6667,-14.6667,53.1111,0.24660500000000002,-1.9717799999999999,cement
95,57,9,0.0,0.0,1.83333,3.41111,2.11111,1.71852,26.2963,24.6667,34.4444,19.7778,-4.88889,24.4444,-19.5556,34.4444,0.425691,-1.73902,brickface
174,178,9,0.0,0.0,1.38889,2.68518,5.0,10.4,19.5556,17.0,18.1111,23.5556,-7.66667,-4.33333,12.0,23.5556,0.298962,2.27413,grass
62,123,9,0.0,0.0,0.44444399999999995,0.207407,0.5,0.122222,5.81482,7.555560000000001,6.66667,3.22222,5.22222,2.55556,-7.77778,7.555560000000001,0.5734130000000001,-0.837598,brickface
86,33,9,0.0,0.0,1.16667,0.611111,0.611109,0.196295,109.889,96.7778,130.556,102.333,-39.3333,62.0,-22.6667,130.556,0.258604,-2.2662299999999997,sky
86,193,9,0.0,0.0,3.2777800000000004,1.6521599999999999,2.22222,1.8094400000000002,61.4074,53.6667,76.5556,54.0,-23.2222,45.4444,-22.2222,76.5556,0.299579,-2.10937,path
134,194,9,0.0,0.0,2.61111,1.21868,5.22222,4.43555,58.963,52.8889,71.5556,52.4444,-18.2222,37.7778,-19.5556,71.5556,0.273444,-2.08189,path
94,224,9,0.0,0.0,1.38889,1.84074,0.9444440000000001,0.551852,13.4444,10.0,11.8889,18.4444,-10.3333,-4.66667,15.0,18.4444,0.457643,2.3281099999999997,grass
30,91,9,0.0,0.0,3.38889,6.46296,3.2777800000000004,9.04074,6.25926,2.44444,12.1111,4.22222,-11.4444,17.5556,-6.11111,12.1111,0.8230209999999999,-2.28274,foliage
108,146,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foliage
252,201,9,0.0,0.0,4.61111,5.49512,5.55556,5.7952699999999995,40.2963,35.7778,49.0,36.1111,-13.5556,26.1111,-12.5556,49.0,0.275368,-2.17583,path
69,17,9,0.0,0.0,0.611112,0.107405,0.666667,0.311108,130.296,120.77799999999999,143.889,126.22200000000001,-28.5556,40.7778,-12.2222,143.889,0.160604,-2.33949,sky
186,89,9,0.0,0.0,0.611111,0.196296,1.05556,0.28518499999999997,22.6667,16.4444,33.5556,18.0,-18.6667,32.6667,-14.0,33.5556,0.509462,-2.18815,window
7,134,9,0.0,0.0,0.055555600000000004,0.0185185,0.055555600000000004,0.0185185,0.037037,0.0,0.11111099999999999,0.0,-0.11111099999999999,0.22222199999999998,-0.11111099999999999,0.11111099999999999,0.11111099999999999,-2.0944,foliage
66,41,9,0.0,0.0,0.611112,0.327731,0.388892,0.327733,109.704,95.1111,128.889,105.111,-43.7778,57.5556,-13.7778,128.889,0.262046,-2.40475,sky
93,190,9,0.0,0.0,5.5,1.8227,2.61111,3.23465,53.5926,47.3333,66.8889,46.5556,-18.7778,39.8889,-21.1111,66.8889,0.303602,-2.05255,path
157,184,9,0.0,0.0,1.27778,0.7740739999999999,1.33333,0.8444450000000001,19.4444,15.2222,18.2222,24.8889,-12.6667,-3.66667,16.3333,24.8889,0.38821,2.41945,grass
160,110,9,0.0,0.0,0.833333,0.691214,0.44444399999999995,0.272165,31.6296,27.2222,39.3333,28.3333,-13.2222,23.1111,-9.88889,39.3333,0.307444,-2.18724,window
235,81,9,0.0,0.0,1.38889,0.41851800000000006,0.777778,0.296296,3.4814800000000004,1.0,7.444439999999999,2.0,-7.444439999999999,11.8889,-4.44444,7.444439999999999,0.881217,-2.2481299999999997,foliage
127,120,9,0.11111099999999999,0.0,1.66667,0.8444450000000001,3.22222,4.02963,23.6667,22.1111,30.4444,18.4444,-4.66667,20.3333,-15.6667,30.4444,0.394863,-1.76489,brickface
160,95,9,0.0,0.0,3.22222,3.54443,0.22222199999999998,0.40368699999999996,2.14815,2.11111,2.55556,1.77778,-0.11111099999999999,1.22222,-1.11111,2.55556,0.10119,-1.62891,window
115,81,9,0.0,0.0,0.722224,0.646932,0.722224,0.389683,105.926,91.8889,124.889,101.0,-42.1111,56.8889,-14.7778,124.889,0.26421999999999995,-2.38226,sky
14,95,9,0.0,0.0,1.33333,0.699206,1.11111,0.620633,2.25926,0.666667,3.88889,2.22222,-4.77778,4.88889,-0.11111099999999999,3.88889,0.874074,-2.55272,foliage
11,200,9,0.0,0.0,3.16667,3.03132,3.94444,2.48029,53.5556,46.4444,67.3333,46.8889,-21.3333,41.3333,-20.0,67.3333,0.31303200000000003,-2.11673,path
244,108,9,0.0,0.0,6.5,5.10229,1.72222,0.827759,23.7037,20.0,30.4444,20.6667,-11.1111,20.2222,-9.11111,30.4444,0.365332,-2.1543900000000002,window
130,102,9,0.0,0.0,7.27778,73.7963,9.44444,90.9186,14.3704,10.1111,20.2222,12.7778,-12.7778,17.5556,-4.77778,20.2222,0.575126,-2.37894,foliage
214,161,9,0.0,0.0,3.7222199999999996,0.729634,11.5,18.9222,40.4444,35.3333,49.6667,36.3333,-15.3333,27.6667,-12.3333,49.6667,0.298056,-2.1989400000000003,path
49,148,9,0.0,0.0,0.777778,0.25185100000000005,6.66667,33.4222,15.963,12.0,16.8889,19.0,-11.8889,2.77778,9.11111,19.4444,0.403708,2.91248,grass
210,114,9,0.0,0.0,1.27778,1.30741,0.611111,0.062963,16.1852,11.4444,25.0,12.1111,-14.2222,26.4444,-12.2222,25.0,0.546207,-2.14166,window
34,83,9,0.0,0.0,1.44444,0.34074099999999996,2.44444,0.42963100000000004,19.4444,19.5556,24.4444,14.3333,0.333333,15.0,-15.3333,24.4444,0.41007299999999997,-1.50701,brickface
136,45,9,0.0,0.0,1.22222,1.54441,2.05556,1.52631,53.0741,48.1111,63.7778,47.3333,-14.8889,32.1111,-17.2222,63.7778,0.259367,-2.0459,cement
208,90,9,0.0,0.0,2.88889,2.56297,0.722222,0.062963,5.14815,2.77778,10.0,2.66667,-7.111110000000001,14.5556,-7.444439999999999,10.0,0.797212,-2.07343,window
98,126,9,0.0,0.0,1.05556,0.712325,0.9444440000000001,0.49065299999999995,2.77778,0.555556,5.22222,2.55556,-6.66667,7.33333,-0.666667,5.22222,0.9089950000000001,-2.53651,foliage
56,32,9,0.0,0.0,0.9444450000000001,0.418519,0.833332,0.655558,112.037,99.2222,132.556,104.333,-38.4444,61.5556,-23.1111,132.556,0.25142,-2.2556700000000003,sky
21,123,9,0.0,0.0,0.8888879999999999,0.38518600000000003,1.0,0.355555,19.2963,15.6667,26.3333,15.8889,-10.8889,21.1111,-10.2222,26.3333,0.408913,-2.11573,cement
142,182,9,0.0,0.0,2.5,1.1,2.27778,3.6185199999999997,34.5185,31.5556,42.2222,29.7778,-8.88889,23.1111,-14.2222,42.2222,0.29320799999999997,-1.94304,path
9,130,9,0.0,0.0,0.055555600000000004,0.0185185,2.61111,6.24075,1.7407400000000002,1.0,3.22222,1.0,-2.22222,4.44444,-2.22222,3.22222,0.550926,-2.0944,window
54,133,9,0.0,0.0,4.38889,1.70511,1.27778,1.21868,21.4444,19.8889,25.7778,18.6667,-4.66667,13.0,-8.33333,25.7778,0.270271,-1.9038099999999998,cement
234,177,9,0.0,0.0,1.11111,0.47407299999999997,0.8888889999999999,0.562963,16.2593,12.5556,15.4444,20.7778,-11.1111,-2.44444,13.5556,20.7778,0.396399,2.46212,grass
34,164,9,0.0,0.0,0.8888889999999999,0.40368699999999996,1.27778,0.49065299999999995,11.3333,9.22222,10.3333,14.4444,-6.33333,-3.0,9.33333,14.4444,0.367923,2.2911200000000003,grass
80,95,9,0.0,0.0,1.22222,1.0074100000000001,0.9444440000000001,0.551851,21.4074,21.3333,26.6667,16.2222,-0.22222199999999998,15.7778,-15.5556,26.6667,0.390436,-1.56733,brickface
163,68,9,0.0,0.0,1.83333,2.2111099999999997,1.55556,0.9629629999999999,56.7778,52.0,68.2222,50.1111,-14.3333,34.3333,-20.0,68.2222,0.26505300000000004,-1.9843099999999998,cement
238,25,9,0.0,0.0,0.388887,0.250923,0.9444469999999999,0.827759,116.259,103.667,133.778,111.333,-37.7778,52.5556,-14.7778,133.778,0.224975,-2.3602,sky
69,139,9,0.0,0.0,2.83333,1.7732599999999998,2.11111,1.6688900000000002,18.0741,16.0,22.5556,15.6667,-6.22222,13.4444,-7.22222,23.8889,0.386612,-1.7028299999999998,foliage
109,100,9,0.0,0.0,0.9444440000000001,0.490655,0.444445,0.40368699999999996,57.1481,51.5556,69.6667,50.2222,-16.7778,37.5556,-20.7778,69.6667,0.278963,-2.02406,cement
20,248,9,0.0,0.0,1.83333,0.833333,1.66667,1.6,13.4444,10.5556,12.1111,17.6667,-8.66667,-4.0,12.6667,17.6667,0.403437,2.3416799999999998,grass
203,120,9,0.0,0.0,3.33333,3.91111,4.27778,9.262960000000001,49.4074,44.8889,59.3333,44.0,-13.5556,29.7778,-16.2222,59.3333,0.263467,-2.03524,cement
68,172,9,0.0,0.0,1.05556,1.06284,2.33333,1.69967,30.1111,24.5556,30.1111,35.6667,-16.6667,0.0,16.6667,35.6667,0.312295,2.6178,grass
109,146,9,0.0,0.0,0.055555600000000004,0.13608299999999998,0.055555600000000004,0.13608299999999998,0.037037,0.0,0.11111099999999999,0.0,-0.11111099999999999,0.22222199999999998,-0.11111099999999999,0.11111099999999999,0.11111099999999999,-2.0944,foliage
10,172,9,0.0,0.0,4.27778,4.38896,6.66667,7.36055,44.7778,40.3333,54.6667,39.3333,-13.3333,29.6667,-16.3333,54.6667,0.278044,-2.05245,path
32,45,9,0.0,0.0,2.27778,3.17407,3.2777800000000004,1.44074,21.9259,20.5556,28.7778,16.4444,-4.11111,20.5556,-16.4444,28.7778,0.428167,-1.73537,brickface
38,116,9,0.0,0.0,0.9444450000000001,0.24074099999999998,1.22222,1.0963,2.81481,0.555556,5.66667,2.22222,-6.77778,8.55556,-1.77778,5.66667,0.912698,-2.42026,foliage
216,169,9,0.0,0.0,0.833333,0.388889,1.9444400000000002,0.41851800000000006,16.5926,12.7778,15.6667,21.3333,-11.4444,-2.77778,14.2222,21.3333,0.400756,2.44578,grass
249,178,9,0.0,0.0,2.27778,1.76908,5.22222,4.93363,47.963,42.6667,58.8889,42.3333,-15.8889,32.7778,-16.8889,58.8889,0.28986300000000004,-2.1025400000000003,path
219,132,9,0.0,0.0,1.44444,0.655462,1.11111,0.75031,35.2222,29.5556,45.6667,30.4444,-17.0,31.3333,-14.3333,45.6667,0.354746,-2.14697,cement
84,40,9,0.0,0.0,1.16666,0.166667,1.22222,2.1185099999999997,127.40700000000001,117.444,142.222,122.556,-29.8889,44.4444,-14.5556,142.222,0.174209,-2.30877,sky
73,105,9,0.0,0.0,2.11111,1.09629,1.16667,0.5222220000000001,58.6296,53.3333,70.3333,52.2222,-15.8889,35.1111,-19.2222,70.3333,0.259048,-2.0322400000000003,cement
173,219,9,0.0,0.0,2.77778,3.4963,2.83333,6.611110000000001,5.59259,4.11111,4.33333,8.33333,-4.44444,-3.7777800000000004,8.22222,8.33333,0.561254,2.14836,grass
72,191,9,0.11111099999999999,0.0,1.27778,0.507408,3.11111,4.60741,15.1852,12.1111,14.8889,18.5556,-9.22222,-0.8888889999999999,10.1111,18.5556,0.35036999999999996,2.54533,grass
20,189,9,0.0,0.0,1.72222,1.75185,2.66667,3.8222300000000002,34.1111,30.1111,42.7778,29.4444,-12.0,26.0,-14.0,42.7778,0.309884,-2.04428,path
30,56,9,0.0,0.0,1.55556,0.429629,1.5,1.27778,23.7037,22.1111,31.3333,17.6667,-4.77778,22.8889,-18.1111,31.3333,0.43596,-1.7488299999999999,brickface
8,39,9,0.11111099999999999,0.0,1.38889,1.12963,1.83333,0.6999989999999999,113.37,102.556,132.0,105.556,-32.4444,55.8889,-23.4444,132.0,0.22295399999999999,-2.1981599999999997,sky
60,131,9,0.0,0.0,0.333333,0.08888889999999999,0.333333,0.08888889999999999,5.22222,7.22222,5.44444,3.0,6.0,0.666667,-6.66667,7.22222,0.581349,-0.621222,brickface
64,176,9,0.0,0.0,2.33333,0.9189379999999999,1.0,0.9189379999999999,50.7778,46.0,62.3333,44.0,-14.3333,34.6667,-20.3333,62.3333,0.294056,-1.98088,path
252,201,9,0.0,0.0,4.61111,5.49512,5.55556,5.7952699999999995,40.2963,35.7778,49.0,36.1111,-13.5556,26.1111,-12.5556,49.0,0.275368,-2.17583,path
79,58,9,0.0,0.0,1.05556,0.534027,1.05556,0.6804140000000001,109.074,96.3333,126.444,104.444,-38.2222,52.1111,-13.8889,126.444,0.238143,-2.37521,sky
79,28,9,0.0,0.0,4.27778,3.7619,0.833333,0.658281,62.4074,53.4444,79.1111,54.6667,-26.8889,50.1111,-23.2222,79.1111,0.324556,-2.14451,cement
60,116,9,0.0,0.0,0.722223,0.38968200000000003,0.777777,0.34426599999999996,23.4074,19.3333,31.4444,19.4444,-12.2222,24.1111,-11.8889,31.4444,0.39214899999999997,-2.10498,window
140,125,9,0.0,0.0,0.666667,0.22222199999999998,2.66667,3.7777800000000004,3.92593,1.55556,7.77778,2.44444,-7.111110000000001,11.5556,-4.44444,7.77778,0.8531989999999999,-2.2342400000000002,foliage
120,17,9,0.0,0.0,1.38889,0.551851,1.8888900000000002,1.14073,129.556,118.77799999999999,143.556,126.333,-32.3333,42.0,-9.66667,143.556,0.172628,-2.41297,sky
214,121,9,0.0,0.0,0.277778,0.062963,0.11111099999999999,0.0740741,1.14815,0.0,3.33333,0.11111099999999999,-3.44444,6.555560000000001,-3.11111,3.33333,1.0,-2.1326400000000003,foliage
204,161,9,0.0,0.0,1.27778,0.507408,9.22222,73.0963,44.0741,38.0,54.5556,39.6667,-18.2222,31.4444,-13.2222,54.5556,0.308104,-2.23829,path
26,91,9,0.11111099999999999,0.0,2.0,2.17778,2.55556,2.16296,19.7407,19.7778,24.5556,14.8889,0.11111099999999999,14.4444,-14.5556,24.5556,0.39415700000000004,-1.55225,brickface
78,69,9,0.0,0.0,1.5,1.14444,1.61111,1.44074,24.3333,22.0,32.5556,18.4444,-7.0,24.6667,-17.6667,32.5556,0.431547,-1.8112,brickface
227,118,9,0.0,0.0,0.055555499999999994,0.0185185,1.05556,0.10740699999999999,5.629630000000001,7.0,6.66667,3.22222,4.11111,3.11111,-7.22222,7.111110000000001,0.545635,-0.9608270000000001,brickface
233,124,9,0.11111099999999999,0.0,2.11111,1.50062,2.05556,0.490655,40.9259,35.7778,51.4444,35.5556,-15.4444,31.5556,-16.1111,51.4444,0.31709699999999996,-2.07697,cement
197,161,9,0.0,0.0,2.0,5.55555,11.5,99.6333,42.3704,36.8889,51.6667,38.5556,-16.4444,27.8889,-11.4444,51.7778,0.27504,-2.39557,path
218,64,9,0.0,0.0,1.5,1.13039,1.83333,1.9635599999999998,8.0,6.11111,12.5556,5.33333,-5.66667,13.6667,-8.0,12.5556,0.579142,-1.96525,window
251,173,9,0.11111099999999999,0.0,2.16667,1.83485,2.38889,1.23678,56.7778,49.8889,71.5556,48.8889,-20.6667,44.3333,-23.6667,71.5556,0.318366,-2.0482,path
24,83,9,0.0,0.0,2.77778,4.91852,3.61111,2.37407,18.7407,19.1111,23.2222,13.8889,1.11111,13.4444,-14.5556,23.3333,0.399927,-1.45682,brickface
145,185,9,0.11111099999999999,0.0,2.77778,2.2575,2.22222,1.9512599999999998,56.2593,49.8889,69.8889,49.0,-19.1111,40.8889,-21.7778,69.8889,0.30228299999999997,-2.0510599999999997,path
248,200,9,0.0,0.0,1.38889,0.9525790000000001,1.77778,1.16746,46.1111,41.3333,56.5556,40.4444,-14.3333,31.3333,-17.0,56.5556,0.286663,-2.03802,path
241,218,9,0.0,0.0,1.77778,3.4963,1.66667,1.0222200000000001,8.44444,5.44444,7.33333,12.5556,-9.0,-3.33333,12.3333,12.5556,0.5692659999999999,2.36144,grass
206,12,9,0.0,0.0,2.61111,1.48199,4.5,3.3582400000000003,11.4444,8.44444,17.6667,8.22222,-9.0,18.6667,-9.66667,17.6667,0.543775,-2.06448,window
183,153,9,0.0,0.0,5.0,12.2667,3.0,6.888889999999999,28.0,21.3333,38.7778,23.8889,-20.0,32.3333,-12.3333,38.7778,0.447745,-2.24274,cement
51,141,9,0.0,0.0,0.555556,0.11851800000000001,0.22222199999999998,0.0740741,0.703704,0.333333,1.77778,0.0,-1.11111,3.22222,-2.11111,1.77778,0.8888889999999999,-1.9212200000000001,window
24,58,9,0.0,0.0,0.8888889999999999,0.16296300000000002,1.38889,2.28519,20.9259,20.0,27.3333,15.4444,-2.77778,19.2222,-16.4444,27.3333,0.43474300000000005,-1.68507,brickface
9,80,9,0.0,0.0,2.94444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.22222,31.6667,0.514254,-2.43151,foliage
57,89,9,0.0,0.0,1.72222,1.3066799999999998,6.16667,4.70343,17.0,13.0,24.5556,13.4444,-12.0,22.6667,-10.6667,24.5556,0.47748900000000005,-2.12975,window
160,187,9,0.11111099999999999,0.0,2.61111,1.93697,5.11111,3.53815,49.4815,44.6667,60.8889,42.8889,-14.4444,34.2222,-19.7778,60.8889,0.29734099999999997,-1.99063,path
