theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,class
-0.42623999999999995,0.511875,0.167275,1.163116,0.012979,1.073402,1.201263,0.9436700000000001,P
-0.145724,-1.286764,-1.282658,0.733923,0.9050889999999999,0.36279,0.24353200000000003,1.1405020000000001,N
-0.156833,0.205197,1.412417,0.5275270000000001,-0.778237,0.606064,0.899502,-0.029129000000000002,P
0.965584,0.5603520000000001,-0.845468,0.955957,0.007797,-0.754313,-0.783804,0.335071,N
-1.469532,-0.7901859999999999,-0.125093,0.7603340000000001,-0.792168,0.09928200000000001,-0.019676,-0.037925,N
-0.50167,0.173034,0.120771,0.877086,-1.356618,1.228648,1.1681549999999998,-0.056669000000000004,P
-1.396296,-0.32402600000000004,0.572874,-0.522781,-1.098795,0.91733,-1.466887,0.5806020000000001,P
-0.128195,-0.804363,1.319511,-0.756997,0.00024700000000000004,-0.698649,-0.373815,1.421062,P
0.439567,0.153186,-0.555075,-1.437883,1.11495,1.17114,-0.529313,-0.939368,N
0.183354,0.714445,-1.2393969999999999,0.963859,-1.278254,-0.772471,0.454788,-0.395176,P
1.286467,-0.189169,1.226961,-0.8964540000000001,-0.8660540000000001,-1.0559100000000001,-0.891368,-1.245672,P
0.456991,-1.286356,-0.15328,1.11748,-0.48215,-0.558708,-1.313186,1.227433,N
-1.536922,1.026263,0.079502,0.218433,0.13777,-0.61593,1.299817,0.854799,N
0.780514,0.366397,0.571075,0.628053,0.655974,1.336386,1.233698,0.9869110000000001,P
-1.504713,-0.363181,-0.14162,-1.50175,-1.285051,0.537525,0.313394,-0.819627,N
0.415387,-1.329066,0.892598,0.8699629999999999,-0.5387649999999999,0.778175,1.424598,-0.816659,P
1.564445,1.325609,-1.2429430000000001,1.079056,0.807349,0.029091000000000002,0.414547,0.334312,N
0.608615,-0.638171,0.699313,0.040142000000000004,-0.28496900000000003,0.088118,1.31104,1.511994,P
1.408787,-1.330894,1.403292,-0.331894,0.692882,0.49627,-1.269909,-0.131136,P
0.868102,-1.321559,0.899759,-0.899616,-0.77942,0.981899,1.008583,-1.515058,P
-0.221152,1.421182,-1.162763,1.121361,0.302085,1.143576,1.491241,0.7664979999999999,N
-0.480641,0.171399,-0.374917,-0.6179640000000001,-1.302233,-1.325656,0.375371,0.099906,P
1.3810120000000001,1.055149,0.305008,-1.503559,-0.12273599999999998,-0.587262,0.770583,0.696987,P
1.5398100000000001,0.333677,0.35328000000000004,0.123445,-0.9782190000000001,1.179349,0.7255510000000001,-0.21115100000000003,P
-0.22309299999999999,-0.675489,0.173415,-0.495046,1.4801520000000001,1.5566870000000002,-1.4491129999999999,-0.420529,N
0.5093270000000001,1.2510729999999999,0.398652,0.753583,-0.38362199999999996,0.652929,-0.64565,0.8697469999999999,P
-0.062889,-0.576747,-1.143632,-1.071734,0.6412220000000001,0.509219,0.527906,-1.468708,N
-0.638763,0.571229,-1.1967079999999999,0.320275,-0.34995,-0.626726,0.06311900000000001,0.5069520000000001,N
0.719143,0.086796,0.839311,-0.696376,0.041185,0.188168,0.301242,-0.20895500000000003,P
-0.054419,-0.827405,-0.00053,-1.3216370000000002,0.968097,-0.297334,-1.517907,-0.32045100000000004,P
0.732279,0.181105,-1.1012879999999998,-1.231781,0.451636,0.179793,-1.31059,0.463501,P
1.0926790000000002,0.091395,1.328574,-1.3655190000000001,-0.339075,0.373259,-1.260489,-0.5504479999999999,P
0.238827,1.4680440000000001,-0.873994,-0.629735,0.5319619999999999,1.422559,0.091487,0.653159,N
-0.32903699999999997,-0.946737,-0.220131,0.953837,0.7859999999999999,-0.8342450000000001,0.382302,0.141406,N
0.614086,-0.611544,-0.47984099999999996,-1.301191,-0.355954,-0.53481,-1.168077,-0.9771709999999999,P
-0.28765799999999997,1.272734,-0.967939,-1.306718,-1.394261,-0.752727,-0.783834,1.442608,N
0.805489,-1.2630540000000001,0.28674,-1.541258,-1.276451,0.168708,-1.05207,0.394834,P
-0.9627760000000001,-1.427567,1.126678,-0.644977,1.5540200000000002,1.071353,-1.366012,-1.1253440000000001,P
1.37572,0.7048439999999999,-0.30788000000000004,1.184104,-0.243292,1.531924,-0.519734,-0.538303,P
-1.21024,-0.035637,-0.801098,1.480604,1.1131719999999998,-0.254242,-0.48343400000000003,0.861034,N
1.251031,-0.657447,-1.410207,1.377796,-0.69682,-0.9537450000000001,-0.748475,-0.487785,N
-0.639634,-1.018599,0.330239,0.807978,-0.22766799999999998,-0.467189,1.300028,1.066921,P
-0.321984,-0.065589,-0.6786760000000001,1.1279190000000001,1.024632,1.326292,-1.398158,0.945644,N
-1.35732,0.867569,0.9666809999999999,-0.6659510000000001,0.12903900000000001,0.744883,-0.185712,0.885712,N
-1.149883,0.696576,1.463325,1.18811,0.47912299999999997,-1.23956,-0.670765,-1.095676,P
1.0044799999999998,1.260768,-0.662632,0.749771,-1.361125,-0.5978289999999999,-0.29082399999999997,0.48433699999999996,N
1.414026,-0.22108000000000003,0.818787,-0.655213,1.568869,-0.200496,-0.6775939999999999,0.637628,P
0.442456,1.3671799999999998,0.836507,-0.7615069999999999,-1.272132,1.325403,-1.162954,-0.6919420000000001,P
-0.683442,0.585391,0.7642140000000001,-0.260496,0.197805,-1.224017,-0.383952,-0.16112100000000001,N
0.295912,0.5502229999999999,-0.110703,0.011742,0.549482,-1.016253,0.791859,1.0799809999999999,N
0.9992709999999999,1.246162,0.061280999999999995,-1.354778,-1.0134670000000001,-1.20339,1.539409,-1.470064,N
0.5516949999999999,-0.64754,0.520989,0.5958939999999999,1.002357,1.0755270000000001,0.46900200000000003,1.4040000000000001,P
0.359093,0.1151,-0.652967,1.053896,-1.221043,0.330259,-0.521462,0.02823,P
-0.683708,-1.447241,0.133436,-0.175559,0.744062,-0.9483799999999999,-0.994172,-0.251795,N
0.6640729999999999,1.4524540000000001,0.212721,-0.378799,0.992324,0.9079950000000001,-1.4109459999999998,-0.594454,N
0.21761799999999998,-1.430366,-1.011069,-0.07334299999999999,1.132277,0.666942,-1.00639,0.964633,N
1.291726,-0.401319,-0.520049,-0.12648199999999998,-1.1410930000000001,1.427039,-0.7532949999999999,-0.40721599999999997,P
-0.354026,0.9839190000000001,-0.523447,-0.911178,-0.082271,0.8842409999999999,1.2801559999999998,0.011084,N
1.364301,-1.372564,-0.335547,-0.442533,-0.557081,-0.654651,-0.644057,0.717488,P
0.148376,-0.22064,0.610495,1.261931,0.278188,-0.9879040000000001,1.083572,0.593283,P
0.596052,-1.166521,0.842191,-1.018239,-0.36392399999999997,-0.977935,-0.491831,-0.026706,P
0.914781,-0.28828400000000004,-0.35026,-0.135916,1.497644,0.914949,-0.952184,-1.181804,N
0.33387,1.294912,1.46603,0.519676,-0.8709120000000001,0.61153,-0.707674,-0.414401,P
0.718627,1.5197319999999999,-0.480187,-0.586436,0.70958,-0.924486,0.72482,0.991459,N
-0.45799999999999996,-0.443405,1.2909110000000001,-0.039534,-0.301614,0.786637,-1.117438,-1.0662559999999999,P
-0.308777,0.940617,-1.379984,-0.171049,-0.541149,1.120169,0.7288399999999999,-1.184359,N
0.366553,0.408829,-0.18031,0.39266799999999996,1.213678,0.746779,0.9805450000000001,-0.385754,P
-0.623616,-0.951983,-1.037079,1.406072,1.006117,-1.070706,-1.376493,0.504142,N
-0.80792,-0.027689,-0.05482000000000001,0.645774,0.401566,0.522096,-0.309366,0.528118,N
0.44581499999999996,-0.544199,0.93684,0.597433,0.457636,1.52004,1.369133,1.144225,P
1.203915,0.5509649999999999,0.381386,1.4234719999999998,-0.074906,-1.436433,-0.426296,-0.305861,N
1.000508,-0.777972,-0.078818,-1.362552,-0.9827020000000001,-0.059322,-0.41434499999999996,-0.517777,P
0.07221799999999999,-0.032429,-0.20132,-1.036445,-0.947789,-1.270015,-0.13172,0.451654,P
1.560692,1.255448,-0.763202,1.016305,1.3994209999999998,0.161857,-0.465979,0.719206,N
0.6924279999999999,-0.29323299999999997,-1.271542,1.436367,0.837023,-1.120267,0.759518,1.180882,N
0.971643,-0.212193,-0.673393,-0.7247399999999999,0.962872,-1.154256,-0.004313,-0.434543,N
-1.079961,-0.078077,-1.047399,1.312214,0.397429,0.395226,0.217538,-1.053016,N
-0.371227,1.275045,-0.069252,-0.242486,0.626437,-0.283615,-0.214081,-0.233474,N
-1.341365,0.30703400000000003,0.327798,0.512313,1.328302,0.272944,1.553115,1.095161,P
-0.42810299999999996,1.312607,1.250401,1.497269,1.365753,-0.26239,1.5679020000000001,0.498413,P
-1.077209,1.437183,-0.559499,1.533279,1.0515379999999999,-0.326348,0.5168159999999999,0.7579779999999999,N
-0.79874,-1.23317,-0.082528,1.481904,-0.029081,-0.5869270000000001,0.057665999999999995,-0.761787,N
-0.249425,0.054022,-0.692785,-0.8017770000000001,-0.483713,0.965808,-0.063762,0.5646979999999999,N
-0.448879,-0.566606,0.54311,-0.9614280000000001,0.243709,-0.000566,-1.550594,-0.79318,N
0.056472,-1.309093,0.528338,0.44025299999999995,-0.190555,-0.8896459999999999,-1.089842,1.029615,P
-1.04901,-1.311015,1.5439040000000002,-1.004788,0.037897,1.189114,-1.10867,0.291325,N
1.356843,-0.107143,0.8378899999999999,0.8328549999999999,-0.381546,1.013895,0.860524,0.7762640000000001,P
-0.538916,0.7423609999999999,-0.9427610000000001,-1.1236190000000001,1.5148110000000001,-0.411793,1.170331,-0.308055,N
1.553008,1.307701,-0.711993,-0.124955,-0.648155,1.213968,0.639085,-0.26144,N
0.152605,-1.32545,1.051985,0.9329559999999999,-0.497007,1.147727,-0.134544,1.209755,P
-1.233919,-0.585454,-0.873455,-0.714037,1.416058,0.7525850000000001,1.123345,0.94949,N
0.307219,0.565914,-0.7120810000000001,-1.315425,-0.101049,1.109522,-0.38254699999999997,1.0192459999999999,N
-0.051026999999999996,-0.562898,0.8892200000000001,1.502053,0.848413,0.272253,0.8801030000000001,1.360017,P
-0.43063500000000005,-0.908897,-0.252137,0.878909,1.316751,-0.373436,-0.771999,-0.593525,N
-0.06574400000000001,0.638792,-0.675991,0.714749,-1.293453,0.32848299999999997,0.32091,-0.849517,P
-0.269333,0.32826900000000003,0.38897800000000005,0.111404,-0.6311180000000001,-0.692603,0.855716,1.509318,P
1.3418139999999998,1.5512270000000001,-0.085828,0.372523,-1.212128,-0.814866,0.853292,-0.417433,P
0.05556799999999999,1.397014,-0.85226,0.6920689999999999,-0.439862,0.917733,-1.0591190000000001,0.51657,P
0.723611,-0.407697,0.289102,-1.366976,0.421944,0.471883,-1.170664,-1.095418,N
-0.405271,0.438381,1.029811,-1.385836,1.428392,0.166796,-0.124697,-0.123643,N
0.6724479999999999,-0.050653,-1.389891,0.7601319999999999,-0.43285200000000007,-0.175805,-1.5555350000000001,0.6238319999999999,N
-0.771419,-1.131795,0.756309,-1.434088,-1.423602,-1.374536,-1.2096149999999999,-0.427834,P
1.387039,1.277131,0.83119,0.62567,1.4786059999999999,0.568802,0.991002,0.371256,P
1.400412,0.858498,-0.769483,0.140985,0.557344,1.257069,0.255375,1.132565,N
-1.000218,0.35909800000000003,-0.556122,1.107919,-1.431563,-1.344278,-0.68377,1.568101,N
0.888241,0.25153400000000004,-0.686499,1.3108950000000001,0.170896,-1.110265,-0.8491350000000001,0.06313099999999999,N
-1.2534610000000002,0.909818,0.375799,-1.3512680000000001,0.286691,-1.084259,0.144741,1.022982,P
0.449776,1.166021,0.078584,1.1988530000000002,-1.209743,0.010064,0.8434280000000001,-1.454512,P
0.218919,1.3469229999999999,0.280227,0.578435,1.209085,1.037743,-0.113528,-0.06780900000000001,P
0.7693180000000001,0.584784,-0.39688,0.159088,0.8679120000000001,1.178964,-0.348885,1.122559,N
0.435276,0.127888,-1.4019700000000002,1.1403729999999999,0.512243,0.807547,-1.2222680000000001,1.063089,N
1.0579530000000001,-0.451475,0.701367,-0.358214,-0.8844709999999999,-0.563515,-1.3420450000000002,-0.251665,P
0.073838,-1.082352,1.161047,-0.970126,-0.7156600000000001,-1.548476,0.251921,-1.086916,P
0.6111270000000001,0.938105,1.240332,-0.48816400000000004,-0.567236,-1.352819,0.631828,-1.1765809999999999,P
0.41553100000000004,-0.597542,-1.504768,-1.011457,-0.3305,0.568608,-0.813851,0.545652,N
-0.19741199999999998,-1.272418,-0.025719,-0.43933999999999995,-0.9210780000000001,-1.285463,1.229283,-0.9512379999999999,N
0.255668,-0.09827899999999999,-0.59839,-1.34951,-0.5263260000000001,-0.566886,-0.7907810000000001,-0.178634,P
0.49306099999999997,-1.370954,0.194696,-0.480655,-0.9319290000000001,-1.555922,-1.411881,1.107026,N
-1.3332760000000001,-0.764304,1.555129,0.770358,-0.934952,0.40770500000000004,0.42189099999999996,-0.626043,P
0.090773,1.23385,-1.282301,0.24963200000000002,-1.259328,-0.5975600000000001,1.195185,-0.644727,P
1.004008,-1.13199,0.05759500000000001,1.313403,-0.5260020000000001,-0.117434,0.677625,0.718703,P
1.07739,0.61351,0.406391,1.446579,-1.480261,-0.687767,-1.4090639999999999,1.173571,N
0.818362,-1.23299,0.12774000000000002,0.899315,-1.098503,0.9301209999999999,0.6924279999999999,0.373874,P
0.005338,0.044019,1.290974,0.289223,0.949692,0.08985900000000001,0.5434140000000001,1.439824,P
0.589681,1.143273,1.139312,-0.966275,-0.035561,-0.341991,-0.991676,-1.349699,P
-1.393901,-1.426628,0.526138,-1.312401,-1.2334180000000001,-0.9605809999999999,-1.079556,0.75388,N
-1.295195,0.207317,-0.8353309999999999,-0.032234,1.526821,-0.022239,-0.9984709999999999,1.4149969999999998,N
-0.20874,0.255538,0.947026,0.97349,0.496701,-1.3558780000000001,-1.489118,0.99382,P
-1.222114,-0.327949,-0.225246,0.7455390000000001,1.146051,0.621947,-0.322535,0.764369,N
-1.0253379999999999,0.180681,-0.660254,-1.351821,0.219298,-0.8066989999999999,-1.342466,0.517668,P
-0.45829,1.276638,1.496371,-0.692588,0.9168299999999999,0.697523,-1.133008,-1.10225,P
-1.508041,-1.211126,1.461406,0.653196,-0.600472,-0.577792,-1.211867,-1.524345,P
-0.165426,-1.162826,-1.267336,1.486119,0.015583000000000001,0.5867399999999999,-0.19458499999999998,0.935333,N
1.059919,0.16775299999999999,-0.671487,0.637849,0.941081,-0.192726,0.334829,0.130097,N
-1.182105,-0.711676,-0.06253,0.437328,-1.524831,-0.228571,1.211658,1.3730069999999999,P
0.358083,0.9951530000000001,1.348892,-1.473722,0.996591,0.26769299999999996,0.8394219999999999,-1.393669,P
-0.408547,-0.717256,-0.5267149999999999,-0.461722,0.38769699999999996,1.237087,1.434636,-0.0895,P
0.179274,1.452226,-0.96426,0.54338,-0.646567,-0.363196,-0.099369,0.33288,N
0.935373,0.817892,-1.413359,0.533279,0.597234,-1.0511,-0.039701,-0.369831,N
0.999259,0.8771190000000001,-0.12174600000000001,-1.025582,-0.107949,1.3427,1.019686,-1.500313,P
0.752556,-1.025778,0.052223,1.56744,-1.217373,0.11272,-0.706231,1.252903,N
1.01724,-0.871109,1.385501,0.255336,0.981294,0.466707,0.11461099999999999,0.5621970000000001,P
1.535301,-1.171002,0.7278640000000001,-0.8821209999999999,-0.931959,-0.545358,-1.286944,1.467506,P
0.504951,-0.0061920000000000005,1.546542,1.360105,-0.501342,-1.0633219999999999,-0.929155,-1.56188,P
0.172905,0.46808900000000003,1.17611,-0.290626,-0.190494,-0.265746,-0.21641,0.056642,P
0.7057640000000001,-0.800185,1.041387,0.607121,-1.074862,0.5987180000000001,-0.391971,-0.589529,P
-1.388649,1.555903,1.557387,0.9281309999999999,-0.9611129999999999,-0.849088,0.5555979999999999,-0.574612,P
-0.95057,0.356631,-0.6265390000000001,0.263963,0.9137,0.987433,-0.9016209999999999,1.554402,N
1.411659,0.362215,-0.032225,-1.0635940000000002,1.2463950000000001,-0.88441,-0.13355999999999998,-1.141586,N
0.964643,-0.20431300000000002,-1.151165,-0.8355530000000001,1.033079,-0.39771100000000004,-0.262825,-0.334777,N
-1.0968040000000001,-0.995884,0.041270999999999995,1.510715,1.098188,0.13071300000000002,0.032057,-1.1690120000000002,P
0.14671700000000001,0.18036300000000002,-0.25916100000000003,1.395589,0.118427,1.241416,-1.5144600000000001,0.870466,N
-0.6564300000000001,-0.257837,0.049323,0.783697,1.393928,0.657899,0.831364,0.074889,P
1.374572,0.026561,-0.127432,-0.084732,-0.58204,-1.2872059999999999,0.361047,-1.33656,P
0.22619,0.568026,0.6738850000000001,1.456617,-0.7744479999999999,0.265812,-1.302624,-0.135698,P
-1.4677440000000002,0.988203,0.241225,-1.061412,0.421843,0.473577,-1.0507090000000001,0.440223,N
1.555605,0.9018639999999999,-0.793694,0.197825,-0.274001,0.854972,-0.81897,-0.296817,N
-1.056319,1.314792,-0.956256,1.148284,1.4600360000000001,0.717345,-0.50257,-0.671578,N
1.000748,-1.2727110000000001,-1.035975,-1.357816,1.3994790000000001,1.157612,-1.159023,1.549287,N
-0.155993,-0.395706,-0.38642600000000005,-1.421001,-0.31602800000000003,0.5211779999999999,1.182572,1.5036770000000002,N
0.328085,-0.053701,1.36381,0.656737,-0.146728,0.302113,-0.205906,0.295869,P
-0.879307,0.056313999999999996,1.292424,-0.941926,-0.600398,-0.652633,1.389585,1.570128,P
-0.9388610000000001,-0.634088,0.601012,0.9293809999999999,-1.209503,-1.280718,0.38168,1.192261,N
-1.557238,1.137717,0.283562,0.716802,0.39045,-1.500694,-0.300066,-0.7425430000000001,N
-0.6677529999999999,1.334155,-0.716923,1.399977,-1.269005,1.437142,-0.031962,1.153339,P
-0.233084,-1.206409,-0.440882,-0.5757220000000001,0.266829,0.497675,0.06713200000000001,0.476125,N
-0.9843790000000001,-0.658392,0.877114,0.065697,-0.29046700000000003,1.424842,1.382714,0.920595,P
-0.370029,-0.6456310000000001,-0.83805,1.461708,-0.298211,-0.5119,0.40967600000000004,-1.11991,P
-1.367442,-0.892193,0.590746,-0.5527380000000001,1.47774,0.9100889999999999,0.27828200000000003,-0.300281,N
0.833094,0.236248,-1.396208,-1.271291,1.042073,-1.311697,1.137543,0.205591,N
-1.2029809999999999,1.135318,0.835097,0.317211,0.6311479999999999,0.278828,1.3430520000000001,1.505012,P
-1.3215459999999999,-1.3282260000000001,-0.208121,-1.3453,0.009484000000000001,-0.9883379999999999,-1.445691,0.615222,P
1.19176,1.3512469999999999,1.230302,-0.75581,1.2113,-0.625747,0.58683,-0.37451799999999996,N
1.454796,-1.385709,1.506237,-0.417422,1.213203,-0.044358,0.542925,0.08353,P
-0.43423999999999996,0.5603199999999999,0.063788,1.309433,0.256137,1.2404540000000002,0.24280900000000002,-0.792952,P
-1.341494,1.367291,-0.9371299999999999,-1.221856,-1.281541,-1.542604,-0.332495,-0.509599,N
0.62743,0.163715,-0.581619,-1.286067,-1.389543,1.557612,1.123574,1.447662,N
-0.796983,1.010134,0.43421499999999996,0.126389,0.11780399999999999,-0.099111,1.530893,0.522835,P
-0.284599,-1.561683,-1.356384,0.7827729999999999,-0.3358,0.460028,-0.7666069999999999,-0.35044699999999995,N
0.819808,-0.663265,0.883877,0.328814,0.684227,-0.344765,0.983641,0.7035020000000001,P
-0.99784,-0.627794,-1.496556,-0.9756319999999999,0.11041,0.304741,0.8479540000000001,1.027811,N
1.033896,-0.9374049999999999,-1.383405,-0.732553,0.007965999999999999,1.48577,0.227269,-0.303874,N
0.9118370000000001,0.875972,1.422977,1.280786,-0.06343,-1.5592549999999998,1.3025950000000002,1.419086,P
-1.164134,0.757095,-0.8545440000000001,1.3946889999999998,0.486572,-1.230687,0.153453,-1.138649,N
-0.33346,0.30340300000000003,0.08064099999999999,-0.9503209999999999,-1.232325,-0.605526,-1.2171889999999999,-0.20228800000000002,P
-0.320384,-1.468739,-1.3731209999999998,-1.056288,0.973504,-0.129553,-0.999923,0.557385,N
0.9036690000000001,-0.803064,-1.044058,-1.131385,1.2143540000000002,-0.111951,1.4217469999999999,0.6259819999999999,N
-0.42367,-1.541101,-1.463184,-0.77741,0.216871,1.470507,-1.1073899999999999,-1.419446,N
1.416215,0.448618,1.4572450000000001,-1.16231,-0.174647,-0.006335,-0.8473870000000001,-1.230744,P
0.764861,-1.377868,-0.087225,0.875043,0.788661,0.39309499999999997,-0.479441,-0.7474770000000001,N
-0.887551,-0.65595,1.311359,-0.208362,-0.009771,0.563279,-1.375018,-0.8063100000000001,N
-0.39155700000000004,0.146759,-0.254427,-1.296994,-0.8179390000000001,0.959248,-1.5461639999999999,-0.219795,P
0.627848,-1.1736959999999999,-1.093895,-1.0996290000000002,0.45381000000000005,1.097389,0.600529,-1.537167,P
0.5295300000000001,0.869242,-1.102789,-1.4331399999999999,-1.2459719999999999,1.2266350000000001,1.527088,-0.567457,N
-0.297322,-0.15779100000000001,-0.493816,0.471466,0.375644,0.394615,-0.262689,1.402552,N
0.731029,1.382212,1.139048,0.8514,0.727839,-0.8742219999999999,-1.5349760000000001,0.40455599999999997,P
0.9584540000000001,1.5485280000000001,0.2023,-0.219484,-0.5002850000000001,1.5042149999999999,0.108582,0.660929,N
0.141976,-1.095789,0.27469299999999996,-0.78189,0.654584,0.696689,-0.560707,1.197681,N
0.609753,-0.18926700000000002,1.083793,-0.351655,1.1350200000000001,-0.993742,0.185455,-1.167196,P
-0.067833,1.373018,-1.375006,-0.281677,1.482888,0.638629,0.28533000000000003,0.9228149999999999,N
1.119955,0.291783,-0.289366,0.483174,0.361046,0.96099,0.6488109999999999,-0.660154,P
-0.313473,0.492598,0.6739609999999999,-0.661044,0.357625,1.358595,-1.01941,-0.306415,N
1.060347,0.58149,0.706238,-0.5163409999999999,-0.6606029999999999,1.28321,1.2431290000000002,-0.523367,P
-0.146874,-1.274537,-1.552542,-1.106096,-1.095517,-1.498014,0.191371,-0.5644100000000001,N
-1.085466,1.145527,-0.33455100000000004,-1.266466,0.11442999999999999,1.464461,-0.15443800000000002,0.709633,N
-0.455625,-1.013694,-1.123951,-1.201532,0.00645,0.8417979999999999,0.252655,-0.179419,N
-0.213049,-1.462512,0.637897,1.169283,1.427835,0.9614299999999999,1.489124,-0.776252,P
0.8985879999999999,-1.445289,-0.758817,-0.888064,-1.1997389999999999,1.176458,0.9416610000000001,-1.4055799999999998,N
0.232093,-1.284825,-0.127002,-0.50431,-0.21935700000000002,-0.70805,1.130841,0.629216,N
1.569064,-1.0682989999999999,0.311125,0.481196,-1.099304,0.270285,1.339277,0.486893,P
1.423417,-0.353385,-1.3015700000000001,-0.391207,-0.245004,0.801954,0.383775,0.8439780000000001,N
-0.5488270000000001,0.877388,-1.161362,0.6573060000000001,0.100098,0.540377,-0.8425540000000001,1.42885,N
0.325799,-0.319835,0.710709,0.0485,0.018862,0.581955,-1.1361709999999998,-0.9399879999999999,N
1.016527,-0.46301899999999996,-0.025838999999999997,-0.8558819999999999,0.23731799999999997,1.371998,-1.1197,-0.7840239999999999,N
0.095057,-0.40986999999999996,0.099399,-1.3956680000000001,-0.816337,-0.35646300000000003,-0.166296,1.419451,P
0.562972,-0.21276599999999998,0.511943,0.48552399999999996,0.796121,-0.156136,1.46449,-1.288628,P
0.8822049999999999,0.612252,-1.372333,0.8543299999999999,0.830292,-0.053707000000000005,0.505788,1.000918,N
-0.9632649999999999,-0.8006310000000001,-0.345769,0.460354,-0.7412340000000001,0.8691989999999999,0.560683,0.547277,P
0.271011,1.5602690000000001,-0.874977,-0.7709739999999999,-0.85403,-0.06815299999999999,1.1965,-0.463052,N
1.362745,-0.5554600000000001,0.630357,-1.226889,1.246776,0.040718,0.27108899999999997,-0.70973,N
-1.093116,-1.374965,1.192109,-1.5033,-0.070301,1.185366,-0.938944,-1.3171549999999999,N
1.008685,1.348876,-0.507576,0.35480900000000004,0.205089,-0.067354,-0.401884,-0.353304,N
-1.554451,0.498029,1.060835,-0.681674,-0.587559,0.11614400000000001,-1.558794,0.277464,P
-0.903322,0.775679,-1.1892260000000001,0.12221300000000002,-0.742174,0.385918,-0.139322,-1.385567,P
0.704348,-0.870408,0.708591,-1.3525280000000002,-0.738679,-1.0125899999999999,1.391489,1.3171190000000002,P
0.5721729999999999,0.28523200000000004,0.06779099999999999,-0.8348629999999999,0.294081,0.162483,-0.054655999999999996,0.500758,N
-1.5107389999999998,0.076636,-1.439352,-0.486922,-0.10713199999999999,1.106709,0.7104659999999999,-0.691947,N
0.6252909999999999,0.303083,0.634073,-0.04616,-0.44722700000000004,1.314878,-0.85069,-0.232296,P
-0.082729,-0.081224,0.805447,0.08392999999999999,0.083102,1.28004,-1.021315,-0.275088,N
-0.07472000000000001,-1.217494,1.0026549999999999,-0.327807,0.9506180000000001,-1.448775,-0.953259,0.750513,P
-1.177231,-1.227789,-0.5750390000000001,-0.088723,0.575738,-1.459967,1.285739,0.8685790000000001,N
0.717312,1.0140930000000001,1.304617,1.456824,-1.4746290000000002,-0.9586049999999999,0.825133,-1.4939559999999998,P
-0.9399430000000001,1.218157,-0.72253,-0.939422,1.100368,-1.313057,0.17995999999999998,-0.090402,N
-1.44566,0.675693,-1.455543,-0.42900299999999997,0.410462,-1.538915,0.619498,0.8213280000000001,N
-0.230096,-0.5035689999999999,-0.240954,-0.551481,0.431359,0.544801,-1.526784,1.0568819999999999,N
1.231084,0.639929,-0.475425,-0.32106799999999996,1.547768,-1.379357,0.34580700000000003,-0.804674,N
-1.38158,0.532057,0.7706569999999999,-1.314167,-1.281674,0.46809300000000004,0.456887,-0.161512,N
0.90028,-0.907647,-1.2315610000000001,0.989027,0.412523,-1.033417,-0.7660939999999999,1.566997,N
-0.28608,0.346422,-1.102286,1.557177,-0.169531,0.9937819999999999,1.255283,-0.004386999999999999,N
1.353278,0.445562,0.721765,-1.2060879999999998,0.787493,1.160402,-1.300952,1.491606,P
0.21866999999999998,-0.41352799999999995,-1.2525,0.310913,0.14436300000000002,0.101105,-0.47934,-0.450776,N
0.593934,1.499023,0.215876,0.43592200000000003,-0.088992,1.4480629999999999,1.537201,0.63051,P
1.014251,0.244046,-0.41292,0.22616599999999998,1.541428,0.110677,0.473546,0.37754099999999996,N
-1.556953,-0.783857,0.0012259999999999999,1.276511,1.503798,-0.10773900000000002,-0.001076,-0.730263,N
-1.367214,-1.5098040000000001,-1.2028219999999998,-0.572099,0.041687,-1.564838,-1.4283700000000001,0.0874,N
-0.381306,1.379126,-0.011747,0.918868,1.367594,-0.8175020000000001,-1.138552,-1.156318,N
0.9072459999999999,-0.022308,-0.17114100000000002,-1.485559,0.191584,0.705963,-0.742899,-0.15795499999999998,N
-1.39099,0.461416,0.881173,-0.497867,-1.3508229999999999,-0.464971,0.612768,-1.213182,P
0.579864,0.47080900000000003,-0.181421,0.742636,1.058128,-0.70917,0.7409939999999999,1.323159,N
-1.506564,-1.371664,-0.9093379999999999,-0.550054,-0.570207,0.7421479999999999,-0.140408,0.8352809999999999,N
-1.0247540000000002,-0.294636,0.634319,0.6005659999999999,-0.8914979999999999,0.881286,1.449868,-1.043627,P
0.1135,-0.014981999999999999,1.497056,0.15183,-1.525333,0.8573280000000001,0.9217200000000001,-0.015346,P
0.6273,1.448797,1.221325,-1.013617,1.014681,0.551277,-0.7754479999999999,0.577033,N
0.40531500000000004,-0.14419500000000002,-0.719173,-0.794113,0.367228,1.477851,-1.199215,0.287223,N
-0.163956,-1.548409,1.074211,-0.8540270000000001,1.122284,-1.156696,-0.8242809999999999,0.5672510000000001,P
-0.965708,1.129851,0.9119459999999999,0.199914,-0.795103,-0.426386,-0.125927,-0.20939499999999997,P
-1.4118950000000001,1.143967,1.409591,1.0820379999999998,-0.066082,-0.653949,0.001547,1.242073,P
0.011583,0.436737,-0.6980310000000001,-0.724626,0.846441,1.404817,0.319774,0.893706,N
0.729118,1.221541,-0.930321,-0.433226,-0.13207,0.441658,1.358525,1.412791,P
-1.3376549999999998,-0.710867,-1.0350840000000001,-0.624267,1.475008,-0.814603,0.31652399999999997,-1.564606,N
