Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,class
ELLIS_VALENTINE,10,894,3166,380,881,169,15,123,474,180,462,0.278,0.319,0.45799999999999996,0.972,Outfield,0
DAVE_BANCROFT,16,1913,7182,1048,2004,320,77,32,591,827,487,0.27899999999999997,0.355,0.358,0.9440000000000001,Shortstop,2
DOC_CASEY,10,1114,4341,584,1122,137,52,9,354,270,?,0.258,0.31,0.32,0.915,Third_base,0
ZACK_TAYLOR,16,918,2865,258,748,113,28,9,311,161,192,0.261,0.304,0.32899999999999996,0.977,Catcher,0
JIM_RICE,16,2089,8225,1249,2452,373,79,382,1451,670,1423,0.298,0.35600000000000004,0.502,0.98,Outfield,0
FRED_JACKLITSCH,13,490,1344,160,327,64,12,5,153,201,100,0.243,0.34700000000000003,0.32,0.978,Catcher,0
BILL_WHITE,13,1673,5972,843,1706,278,65,202,870,596,927,0.28600000000000003,0.353,0.455,0.992,First_base,0
DOC_CRAMER,20,2239,9140,1357,2705,396,109,37,842,572,345,0.29600000000000004,0.34,0.375,0.9790000000000001,Outfield,0
FRED_DUNLAP,12,965,3974,759,1159,224,53,41,366,283,263,0.292,0.34,0.406,0.924,Second_base,0
JOHNNY_GRUBB,16,1424,4154,553,1153,207,29,99,475,566,558,0.278,0.369,0.413,0.981,Outfield,0
HEINIE_MUELLER,11,693,2118,296,597,87,37,22,272,168,147,0.282,0.342,0.389,0.96,Outfield,0
JERRY_MARTIN,11,1018,2652,337,666,130,17,85,345,207,574,0.251,0.309,0.409,0.982,Outfield,0
TOMMY_HARPER,15,1810,6269,972,1609,256,36,146,567,753,1080,0.257,0.34,0.379,0.986,Outfield,0
OSSE_SCHRECKENGOST,11,895,3057,304,829,136,31,9,338,102,?,0.271,0.297,0.345,0.97,Catcher,0
EDDIE_MIKSIS,14,1042,3053,383,722,95,17,44,228,215,313,0.23600000000000002,0.28800000000000003,0.322,0.9620000000000001,Second_base,0
KING_KELLY,16,1455,5894,1357,1813,359,102,69,950,549,417,0.308,0.368,0.43799999999999994,0.82,Outfield,2
RON_SANTO,15,2243,8143,1138,2254,365,67,342,1331,1108,1343,0.27699999999999997,0.366,0.46399999999999997,0.9540000000000001,Third_base,0
STEVE_ONEILL,17,1590,4795,448,1259,248,34,13,537,592,383,0.263,0.349,0.337,0.972,Catcher,0
STEVE_GARVEY,19,2332,8835,1143,2599,440,43,272,1308,479,1003,0.294,0.33299999999999996,0.446,0.996,First_base,0
MARTY_MARION,13,1572,5506,602,1448,272,37,36,624,470,537,0.263,0.32299999999999995,0.345,0.9690000000000001,Shortstop,0
LEE_MAYE,13,1288,4048,533,1109,190,39,94,419,282,481,0.27399999999999997,0.324,0.41,0.97,Outfield,0
BILL_BERGEN,11,947,3028,138,516,45,21,2,193,88,81,0.17,0.19399999999999998,0.201,0.972,Catcher,0
JOHN_MAYBERRY,15,1620,5447,733,1379,211,19,255,879,881,810,0.253,0.363,0.439,0.9940000000000001,First_base,0
RUBE_BRESSLER,19,1305,3881,544,1170,164,87,32,586,449,246,0.301,0.37799999999999995,0.413,0.971,Outfield,0
DENIS_MENKE,13,1598,5071,605,1270,225,40,101,606,698,853,0.25,0.34600000000000003,0.37,0.961,Shortstop,0
BUCKY_HARRIS,12,1263,4736,722,1297,224,64,9,506,472,310,0.27399999999999997,0.35200000000000004,0.354,0.965,Second_base,0
DON_DEMETER,11,1109,3443,467,912,147,17,163,563,180,658,0.265,0.309,0.45899999999999996,0.99,Outfield,0
CLINT_HURDLE,10,515,1391,162,360,81,12,32,193,176,261,0.259,0.345,0.40299999999999997,0.965,Outfield,0
RAY_KNIGHT,13,1495,4829,490,1311,266,27,84,595,343,579,0.271,0.325,0.39,0.9570000000000001,Third_base,0
FRANK_HOUSE,10,653,1994,202,494,64,11,47,235,151,147,0.248,0.304,0.36200000000000004,0.988,Catcher,0
PETE_SUDER,13,1421,5085,469,1268,210,44,49,541,288,456,0.249,0.29100000000000004,0.337,0.982,Second_base,0
BUCK_EWING,18,1315,5363,1129,1625,250,178,71,883,392,294,0.303,0.35100000000000003,0.456,0.9309999999999999,Catcher,2
JIMMY_DYKES,22,2282,8046,1108,2256,453,90,108,1071,958,849,0.28,0.365,0.39899999999999997,0.9520000000000001,Third_base,0
RICK_REICHARDT,11,997,3307,391,864,109,24,116,445,263,672,0.261,0.32799999999999996,0.414,0.982,Outfield,0
BERNIE_CARBO,12,1010,2733,372,722,140,9,96,358,538,611,0.264,0.389,0.42700000000000005,0.978,Outfield,0
CANDY_LaCHANCE,12,1263,4919,678,1377,197,86,39,690,219,124,0.28,0.318,0.379,0.9840000000000001,First_base,0
EARL_TORGESON,15,1668,4969,848,1318,215,46,149,740,980,653,0.265,0.387,0.41700000000000004,0.9890000000000001,First_base,0
SPUD_DAVIS,16,1458,4255,388,1312,244,22,77,647,386,326,0.308,0.369,0.43,0.9840000000000001,Catcher,0
BOB_HEISE,11,499,1144,104,283,43,3,1,86,47,77,0.247,0.281,0.293,0.945,Shortstop,0
BARNEY_McCOSKY,11,1170,4172,664,1301,214,71,24,397,497,261,0.312,0.386,0.414,0.9840000000000001,Outfield,0
BEN_CHAPMAN,15,1717,6478,1144,1958,407,107,90,977,824,556,0.302,0.38299999999999995,0.44,0.9670000000000001,Outfield,0
ED_HERRMANN,11,922,2729,247,654,92,4,80,320,260,361,0.24,0.312,0.364,0.987,Catcher,0
CHICK_GALLOWAY,10,1076,3583,391,946,136,46,17,407,274,224,0.264,0.317,0.342,0.943,Shortstop,0
YOGI_BERRA,19,2120,7555,1175,2150,321,49,358,1430,704,414,0.285,0.35,0.48200000000000004,0.9890000000000001,Catcher,1
NIXEY_CALLAHAN,13,923,3295,442,901,135,46,11,394,159,9,0.273,0.311,0.35200000000000004,0.953,Outfield,0
EARL_BATTEY,13,1141,3586,393,969,150,17,104,449,421,470,0.27,0.35100000000000003,0.409,0.99,Catcher,0
EDDIE_LAKE,11,835,2595,442,599,105,9,39,193,546,312,0.231,0.366,0.32299999999999995,0.9470000000000001,Shortstop,0
BOB_FOTHERGILL,12,1106,3269,453,1064,225,52,36,582,202,177,0.325,0.368,0.45899999999999996,0.961,Outfield,0
TED_WILLIAMS,19,2292,7706,1798,2654,525,71,521,1839,2019,709,0.344,0.483,0.634,0.9740000000000001,Outfield,1
WILLARD_MARSHALL,11,1246,4233,583,1160,163,39,130,604,458,219,0.27399999999999997,0.34700000000000003,0.423,0.9790000000000001,Outfield,0
GREG_LUZINSKI,15,1821,6505,880,1795,344,24,307,1128,845,1495,0.276,0.366,0.478,0.972,Outfield,0
ALEX_GRAMMAS,10,913,2073,236,512,90,10,12,163,206,192,0.247,0.32,0.317,0.968,Shortstop,0
JACK_CLEMENTS,17,1157,4283,619,1226,226,60,77,687,339,299,0.28600000000000003,0.34700000000000003,0.42100000000000004,0.937,Catcher,0
RUSTY_STAUB,23,2951,9720,1189,2716,499,47,292,1466,1255,888,0.27899999999999997,0.366,0.431,0.9690000000000001,Outfield,0
MAX_FLACK,12,1411,5252,783,1461,212,72,35,391,474,253,0.278,0.342,0.366,0.972,Outfield,0
KEITH_MORELAND,12,1306,4581,511,1279,214,14,121,674,405,515,0.27899999999999997,0.33899999999999997,0.41100000000000003,0.9790000000000001,Outfield,0
THURMAN_MUNSON,11,1423,5344,696,1558,229,32,113,701,438,571,0.292,0.35,0.41,0.982,Catcher,0
JACKIE_BRANDT,11,1221,3895,540,1020,175,37,112,485,351,574,0.262,0.325,0.41200000000000003,0.98,Outfield,0
RABBIT_WARSTLER,11,1205,4088,431,935,133,36,11,332,405,414,0.22899999999999998,0.3,0.287,0.9420000000000001,Shortstop,0
AMOS_OTIS,17,1998,7299,1092,2020,374,66,193,1007,757,1008,0.27699999999999997,0.34700000000000003,0.425,0.991,Outfield,0
TONY_TAYLOR,19,2195,7680,1005,2007,298,86,75,598,613,1083,0.261,0.322,0.35200000000000004,0.976,Second_base,0
GUS_TRIANDOS,13,1206,3907,389,954,147,6,167,608,440,636,0.244,0.324,0.413,0.987,Catcher,0
PHIL_GAGLIANO,12,702,1411,150,336,50,7,14,159,163,184,0.23800000000000002,0.319,0.313,0.9690000000000001,Second_base,0
JACK_ROWE,12,1044,4386,764,1256,202,88,28,644,224,177,0.28600000000000003,0.32299999999999995,0.392,0.882,Shortstop,0
RON_HASSEY,14,1192,3440,348,914,172,7,71,438,385,378,0.266,0.34299999999999997,0.382,0.993,Catcher,0
JOHN_WATHAN,10,860,2505,305,656,90,25,21,261,199,265,0.262,0.32,0.34299999999999997,0.982,Catcher,0
HARRY_STEINFELDT,14,1646,5896,758,1576,284,90,27,762,471,32,0.267,0.32899999999999996,0.36,0.9259999999999999,Third_base,0
LARRY_GARDNER,17,1923,6688,866,1931,301,129,27,934,654,282,0.289,0.355,0.384,0.948,Third_base,0
LEE_LACY,16,1523,4549,650,1303,207,42,91,458,372,657,0.28600000000000003,0.342,0.41,0.983,Outfield,0
PAUL_BLAIR,17,1947,6042,776,1513,282,55,134,620,449,877,0.25,0.305,0.382,0.988,Outfield,0
BOB_ELLIOTT,15,1978,7141,1064,2061,382,94,170,1195,967,604,0.289,0.375,0.44,0.9470000000000001,Third_base,0
LES_NUNAMAKER,12,716,1990,194,533,75,30,2,216,176,150,0.268,0.332,0.33899999999999997,0.972,Catcher,0
ART_HOWE,11,891,2626,268,682,139,23,43,293,275,287,0.26,0.332,0.379,0.965,Third_base,0
BUDDY_MYER,17,1923,7038,1174,2131,353,130,38,850,965,428,0.303,0.389,0.406,0.9740000000000001,Second_base,0
BROOK_JACOBY,11,1311,4520,535,1220,204,24,120,545,439,764,0.27,0.337,0.405,0.958,Third_base,0
LARRY_HISLE,14,1197,4205,652,1146,193,32,166,674,462,941,0.273,0.35,0.452,0.978,Outfield,0
SAMMY_ESPOSITO,10,560,792,130,164,27,2,8,73,145,127,0.207,0.33299999999999996,0.27699999999999997,0.9570000000000001,Third_base,0
BILL_KUEHNE,10,1087,4284,536,996,145,115,25,313,137,260,0.23199999999999998,0.258,0.33799999999999997,0.8759999999999999,Third_base,0
PHIL_GARNER,16,1860,6136,780,1594,299,82,109,738,564,842,0.26,0.326,0.389,0.9740000000000001,Second_base,0
HARMON_KILLEBREW,22,2435,8147,1283,2086,290,24,573,1584,1559,1699,0.256,0.379,0.509,0.992,First_base,1
CHARLIE_IRWIN,10,989,3679,555,981,144,46,16,488,286,42,0.267,0.32899999999999996,0.344,0.9209999999999999,Third_base,0
HANK_LEIBER,10,813,2805,410,808,137,24,101,518,274,319,0.28800000000000003,0.35600000000000004,0.462,0.973,Outfield,0
ANDY_THORNTON,14,1565,5291,792,1342,244,22,253,895,876,851,0.254,0.364,0.452,0.992,Designated_hitter,0
TOMMY_TUCKER,13,1687,6479,1084,1882,240,85,42,848,479,223,0.29,0.364,0.373,0.978,First_base,0
OSCAR_STANAGE,14,1096,3503,248,819,123,34,8,321,219,268,0.23399999999999999,0.284,0.295,0.961,Catcher,0
MIKE_POWERS,11,647,2088,183,450,72,13,4,199,72,?,0.21600000000000003,0.248,0.268,0.965,Catcher,0
GARY_MATTHEWS,16,2033,7147,1083,2011,319,51,234,978,940,1125,0.281,0.36700000000000005,0.439,0.968,Outfield,0
JIM_FREGOSI,18,1902,6523,844,1726,264,78,151,706,715,1097,0.265,0.34,0.39799999999999996,0.963,Shortstop,0
FRED_PFEFFER,16,1670,6555,1094,1671,231,119,94,1019,527,498,0.255,0.312,0.369,0.92,Second_base,0
KEN_BOYER,15,2034,7455,1104,2143,318,68,282,1141,713,1017,0.287,0.35100000000000003,0.462,0.9520000000000001,Third_base,0
AL_ZARILLA,10,1120,3535,507,975,186,43,61,456,415,382,0.276,0.35700000000000004,0.405,0.9740000000000001,Outfield,0
LOU_KLIMCHOCK,12,318,669,64,155,21,3,13,69,31,71,0.23199999999999998,0.267,0.33,0.9059999999999999,Third_base,0
JEFFREY_LEONARD,14,1415,5045,614,1342,223,37,144,723,342,1000,0.266,0.316,0.41100000000000003,0.9740000000000001,Outfield,0
JIM_GANTNER,17,1801,6189,726,1696,262,38,47,568,383,501,0.27399999999999997,0.322,0.35100000000000003,0.985,Second_base,0
JOHN_MOSES,11,769,1723,247,438,69,17,11,145,143,226,0.254,0.315,0.33299999999999996,0.99,Outfield,0
GEORGE_McQUINN,12,1550,5747,832,1588,315,64,135,794,712,634,0.276,0.35700000000000004,0.424,0.992,First_base,0
ROY_SMALLEY.JR.,13,1653,5657,745,1454,244,25,163,694,771,908,0.257,0.348,0.395,0.966,Shortstop,0
TOM_NEEDHAM,11,523,1491,113,311,50,10,8,117,109,49,0.209,0.27399999999999997,0.272,0.9620000000000001,Catcher,0
DAVE_PHILLEY,18,1904,6296,789,1700,276,72,84,729,594,551,0.27,0.335,0.377,0.981,Outfield,0
JACK_BARRY,11,1223,4146,532,1009,142,38,10,429,396,142,0.243,0.321,0.303,0.935,Shortstop,0
DON_MONEY,16,1720,6215,798,1623,302,36,176,729,600,866,0.261,0.33,0.406,0.968,Third_base,0
MATT_SINATRO,10,140,252,20,48,6,1,1,21,17,35,0.19,0.244,0.23399999999999999,0.996,Catcher,0
RAY_BLADES,10,767,2415,467,726,133,51,50,340,331,310,0.301,0.395,0.46,0.963,Outfield,0
JIM_OROURKE,19,1774,7435,1446,2304,414,132,50,1010,481,348,0.31,0.355,0.42,0.898,Outfield,2
CHIEF_ZIMMER,19,1280,4546,617,1224,222,76,26,620,390,323,0.26899999999999996,0.33899999999999997,0.369,0.9520000000000001,Catcher,0
BILL_ALMON,15,1236,3330,390,846,138,25,36,296,250,636,0.254,0.307,0.34299999999999997,0.956,Shortstop,0
DUKE_SNIDER,18,2143,7161,1259,2116,358,85,407,1333,971,1237,0.295,0.381,0.54,0.985,Outfield,1
TOMMY_THEVENOW,15,1229,4164,380,1030,124,32,2,456,210,222,0.247,0.285,0.294,0.95,Shortstop,0
MATTY_McINTYRE,10,1072,3958,562,1066,140,69,4,319,439,?,0.26899999999999996,0.34600000000000003,0.34299999999999997,0.9640000000000001,Outfield,0
LARRY_DOBY,13,1533,5348,960,1515,243,52,253,970,871,1011,0.28300000000000003,0.387,0.49,0.983,Outfield,2
HEINIE_PEITZ,16,1234,4121,532,1117,191,66,16,560,409,76,0.271,0.341,0.361,0.963,Catcher,0
DAMASO_GARCIA,11,1032,3914,490,1108,183,27,36,323,130,322,0.28300000000000003,0.311,0.371,0.98,Second_base,0
SAL_BANDO,16,2019,7060,982,1790,289,38,242,1039,1031,923,0.254,0.355,0.408,0.9590000000000001,Third_base,0
RICH_REESE,10,866,2020,248,512,73,17,52,245,158,270,0.253,0.314,0.384,0.992,First_base,0
DOC_BUSHONG,12,671,2392,287,511,58,12,2,106,124,97,0.214,0.254,0.25,0.9159999999999999,Catcher,0
DAVE_MAY,12,1252,3670,462,920,130,20,96,422,344,501,0.251,0.32,0.375,0.978,Outfield,0
ALAN_ASHBY,17,1370,4123,397,1010,183,13,90,513,461,622,0.245,0.32299999999999995,0.361,0.986,Catcher,0
CHARLIE_GEHRINGER,19,2323,8860,1774,2839,574,146,184,1427,1186,372,0.32,0.40399999999999997,0.48,0.976,Second_base,1
JIMMY_WILLIAMS,11,1456,5481,781,1507,242,138,49,796,474,?,0.275,0.336,0.396,0.955,Second_base,0
PHIL_MASI,14,1229,3468,420,917,164,31,47,417,410,311,0.264,0.344,0.37,0.983,Catcher,0
DARRELL_EVANS,21,2687,8973,1344,2223,329,36,414,1354,1605,1410,0.248,0.364,0.431,0.946,Third_base,0
RICHIE_ZISK,13,1453,5144,681,1477,245,26,207,792,533,910,0.287,0.355,0.466,0.981,Outfield,0
PAT_MORAN,14,818,2634,198,618,102,24,18,262,142,36,0.235,0.28300000000000003,0.312,0.976,Catcher,0
TONY_PEREZ,23,2777,9778,1272,2732,505,79,379,1652,925,1867,0.27899999999999997,0.344,0.46299999999999997,0.992,First_base,1
LUKE_SEWELL,20,1630,5383,653,1393,272,56,20,696,486,307,0.259,0.32299999999999995,0.341,0.978,Catcher,0
DOC_JOHNSTON,11,1055,3774,478,992,154,68,14,381,264,292,0.263,0.319,0.35100000000000003,0.9890000000000001,First_base,0
JOHN_ANDERSON,14,1635,6341,870,1841,328,124,49,976,310,55,0.29,0.32799999999999996,0.40399999999999997,1.0,Outfield,0
GEORGE_KELL,15,1795,6702,881,2054,385,50,78,870,621,287,0.306,0.368,0.414,0.9690000000000001,Third_base,2
JOHN_KENNEDY,12,856,2110,237,475,77,17,32,185,142,461,0.225,0.282,0.32299999999999995,0.953,Third_base,0
JIMMIE_FOXX,20,2317,8134,1751,2646,458,125,534,1922,1452,1311,0.325,0.428,0.609,0.992,First_base,1
RICK_LEACH,10,799,1719,205,460,100,10,18,183,176,217,0.268,0.33799999999999997,0.369,0.983,Outfield,0
IVAN_DeJESUS,15,1371,4602,595,1167,175,48,21,324,466,664,0.254,0.324,0.326,0.963,Shortstop,0
MIKE_McNALLY,10,492,1078,169,257,16,6,1,85,92,97,0.23800000000000002,0.299,0.267,0.946,Second_base,0
JIM_DONNELLY,11,660,2411,324,552,57,28,2,234,170,144,0.22899999999999998,0.284,0.278,0.862,Third_base,0
DEL_GAINER,10,548,1608,218,438,75,36,14,185,149,156,0.272,0.342,0.39,0.985,First_base,0
BILLY_CONSOLO,10,603,1178,158,260,31,11,9,83,161,297,0.221,0.316,0.289,0.945,Shortstop,0
CHUCK_KLEIN,17,1753,6486,1168,2076,398,74,300,1201,601,521,0.32,0.379,0.5429999999999999,0.9620000000000001,Outfield,2
TIM_FOLI,16,1696,6047,576,1515,241,20,25,501,265,399,0.251,0.28600000000000003,0.309,0.973,Shortstop,0
JULIAN_JAVIER,13,1622,5722,722,1469,216,55,78,506,314,812,0.257,0.298,0.355,0.972,Second_base,0
BOBBY_LOWE,18,1818,7064,1131,1929,230,85,71,984,473,213,0.273,0.325,0.36,0.95,Second_base,0
JIM_BEAUCHAMP,10,393,661,79,153,18,4,14,90,54,150,0.231,0.292,0.33399999999999996,0.98,First_base,0
GENE_MOORE,14,1042,3543,497,958,179,53,58,436,317,401,0.27,0.33299999999999996,0.4,0.975,Outfield,0
ART_JORGENS,11,307,738,79,176,31,5,4,89,85,73,0.23800000000000002,0.317,0.31,0.978,Catcher,0
TERRY_PUHL,15,1531,4855,676,1361,226,56,62,435,505,507,0.28,0.35100000000000003,0.38799999999999996,0.993,Outfield,0
ANDY_CAREY,11,938,2850,371,741,119,38,64,350,268,389,0.26,0.32899999999999996,0.396,0.958,Third_base,0
FRANK_DEMAREE,12,1155,4144,578,1241,190,36,72,591,359,269,0.299,0.35700000000000004,0.415,0.978,Outfield,0
BAKE_McBRIDE,11,1071,3853,548,1153,167,55,63,430,248,457,0.299,0.348,0.42,0.9890000000000001,Outfield,0
TOMMIE_AGEE,12,1129,3912,558,999,170,27,130,433,342,918,0.255,0.321,0.41200000000000003,0.975,Outfield,0
JERRY_LYNCH,13,1184,2879,364,798,123,34,115,470,224,416,0.27699999999999997,0.331,0.46299999999999997,0.9640000000000001,Outfield,0
CHARLIE_GRIMM,20,2166,7917,908,2299,394,108,79,1078,578,410,0.29,0.341,0.397,0.993,First_base,0
WILBERT_ROBINSON,17,1371,5075,637,1388,212,51,18,622,286,178,0.273,0.316,0.34600000000000003,0.941,Catcher,0
GENE_DeMONTREVILLE,11,922,3615,537,1096,130,35,17,497,174,35,0.303,0.34,0.373,0.948,Second_base,0
CHARLIE_DEAL,10,851,2930,295,752,104,34,11,318,135,121,0.257,0.293,0.327,0.958,Third_base,0
GENE_TENACE,15,1555,4390,653,1060,179,20,201,674,984,998,0.24100000000000002,0.391,0.429,0.986,Catcher,0
ROGERS_HORNSBY,23,2259,8173,1579,2930,541,169,301,1584,1038,679,0.358,0.434,0.5770000000000001,0.965,Second_base,1
HEINIE_GROH,16,1676,6074,918,1774,308,87,26,566,696,345,0.292,0.373,0.384,0.9670000000000001,Third_base,0
MUDDY_RUEL,19,1468,4514,494,1242,187,29,4,534,606,238,0.275,0.365,0.332,0.982,Catcher,0
MYRIL_HOAG,13,1020,3147,384,854,141,33,28,401,252,298,0.271,0.32799999999999996,0.364,0.965,Outfield,0
TOM_BURNS,13,1251,4920,722,1299,236,69,39,683,270,454,0.264,0.303,0.364,0.8859999999999999,Third_base,0
ED_KRANEPOOL,18,1853,5436,536,1418,225,25,118,614,454,581,0.261,0.319,0.377,0.9940000000000001,First_base,0
JOE_CUNNINGHAM,12,1141,3362,525,980,177,26,64,436,599,369,0.29100000000000004,0.406,0.41700000000000004,0.993,First_base,0
BILLY_WERBER,11,1295,5024,875,1363,271,50,78,539,701,363,0.271,0.364,0.392,0.9440000000000001,Third_base,0
MIKE_RYAN,11,636,1920,146,370,60,12,28,161,152,370,0.193,0.253,0.28,0.991,Catcher,0
TONY_SCOTT,11,991,2803,331,699,111,28,17,253,186,464,0.249,0.3,0.327,0.986,Outfield,0
EZRA_SUTTON,13,1031,4281,739,1231,190,73,21,518,164,174,0.28800000000000003,0.315,0.381,0.871,Third_base,0
TOM_HALLER,12,1294,3935,461,1011,153,31,134,504,477,593,0.257,0.342,0.414,0.992,Catcher,0
JOEY_AMALFITANO,10,643,1715,248,418,67,19,9,123,185,224,0.244,0.322,0.321,0.97,Second_base,0
WES_WESTRUM,11,919,2322,302,503,59,8,96,315,489,514,0.217,0.35700000000000004,0.373,0.985,Catcher,0
FRANK_BAKER,13,1575,5984,887,1838,315,103,96,987,473,182,0.307,0.363,0.442,0.943,Third_base,2
AARON_WARD,12,1059,3611,457,966,158,54,50,446,339,457,0.268,0.335,0.38299999999999995,0.97,Second_base,0
AL_BRIDWELL,11,1252,4169,457,1064,95,32,2,348,557,98,0.255,0.34700000000000003,0.295,0.9390000000000001,Shortstop,0
JACK_RYAN,13,616,2192,245,476,69,29,4,154,85,80,0.217,0.248,0.281,0.9470000000000001,Catcher,0
CARSON_BIGBEE,11,1147,4192,629,1205,139,75,17,324,344,161,0.287,0.345,0.369,0.966,Outfield,0
CECIL_TRAVIS,12,1328,4914,665,1544,265,78,27,657,402,291,0.314,0.37,0.41600000000000004,0.955,Shortstop,0
VON_HAYES,12,1495,5249,767,1402,282,36,143,696,712,804,0.267,0.35700000000000004,0.41600000000000004,0.983,Outfield,0
JACK_ROTHROCK,11,1014,3350,498,924,162,35,28,327,299,312,0.276,0.336,0.37,0.976,Outfield,0
DOM_DiMAGGIO,11,1399,5640,1046,1680,308,57,87,618,750,571,0.298,0.38299999999999995,0.419,0.978,Outfield,0
STEVE_BILKO,10,600,1738,220,432,85,13,76,276,234,395,0.249,0.33899999999999997,0.444,0.992,First_base,0
ROY_HARTZELL,11,1290,4548,503,1146,112,55,12,397,455,118,0.252,0.327,0.309,0.9590000000000001,Outfield,0
INDIAN-BOB_JOHNSON,13,1863,6920,1239,2051,396,95,288,1283,1075,851,0.29600000000000004,0.39299999999999996,0.506,0.9520000000000001,Outfield,0
JIM-RAY_HART,12,1125,3783,518,1052,148,29,170,578,380,573,0.278,0.348,0.467,0.929,Third_base,0
MATT_BATTS,10,546,1605,163,432,95,11,26,220,143,163,0.26899999999999996,0.33,0.391,0.983,Catcher,0
JOE_MULVEY,12,987,4063,598,1059,157,70,29,532,134,257,0.261,0.287,0.355,0.871,Third_base,0
ROGER_CONNOR,18,1997,7794,1620,2467,441,233,138,1322,1002,449,0.317,0.397,0.486,0.978,First_base,2
VIC_WERTZ,17,1862,6099,867,1692,289,42,266,1178,828,842,0.27699999999999997,0.366,0.469,0.973,Outfield,0
WAYNE_TOLLESON,10,863,2322,301,559,60,17,9,133,219,384,0.24100000000000002,0.308,0.293,0.9740000000000001,Shortstop,0
DAVE_BERGMAN,17,1349,2679,312,690,100,16,54,289,380,347,0.258,0.35100000000000003,0.36700000000000005,0.992,First_base,0
ROY_WHITE,15,1881,6650,964,1803,300,51,160,758,934,708,0.271,0.363,0.40399999999999997,0.988,Outfield,0
JERRY_REMY,10,1154,4455,605,1226,140,38,7,329,356,404,0.275,0.32899999999999996,0.32799999999999996,0.981,Second_base,0
TIM_McCARVER,21,1909,5529,590,1501,242,57,97,645,548,422,0.271,0.34,0.38799999999999996,0.99,Catcher,0
DONIE_BUSH,16,1946,7210,1280,1804,186,74,9,436,1158,346,0.25,0.35600000000000004,0.3,0.9359999999999999,Shortstop,0
ED_PHELPS,11,633,1832,186,460,45,20,3,205,163,46,0.251,0.32299999999999995,0.302,0.968,Catcher,0
JOHN_HUMMEL,12,1161,3906,421,991,128,84,29,394,346,269,0.254,0.316,0.35200000000000004,0.963,Second_base,0
FELIX_MANTILLA,11,969,2707,360,707,97,10,89,330,256,352,0.261,0.331,0.40299999999999997,0.977,Second_base,0
CLYDE_MANION,13,477,1145,96,250,25,3,3,112,118,102,0.218,0.293,0.253,0.973,Catcher,0
DUDE_ESTERBROOK,11,701,2837,387,741,120,34,6,203,70,129,0.261,0.284,0.33399999999999996,0.884,Third_base,0
LOU_GEHRIG,17,2164,8001,1888,2721,534,163,493,1995,1508,790,0.34,0.447,0.632,0.991,First_base,1
ROB_WILFONG,11,959,2690,318,668,97,23,39,261,205,387,0.248,0.305,0.345,0.982,Second_base,0
RON_HUNT,12,1483,5235,745,1429,223,23,39,370,555,382,0.273,0.369,0.34700000000000003,0.976,Second_base,0
WALT_WILLIAMS,10,842,2373,284,640,106,11,33,173,126,211,0.27,0.311,0.365,0.981,Outfield,0
GEORGE_STRICKLAND,10,971,2824,305,633,84,27,36,284,361,453,0.22399999999999998,0.314,0.311,0.963,Shortstop,0
FRANK_CHANCE,17,1287,4297,797,1273,200,79,20,596,554,29,0.29600000000000004,0.39399999999999996,0.39399999999999996,0.987,First_base,2
MICK_KELLEHER,11,622,1081,108,230,32,6,0,65,74,133,0.213,0.268,0.253,0.976,Shortstop,0
BILLY_WILLIAMS,18,2488,9350,1410,2711,434,88,426,1475,1045,1046,0.29,0.364,0.49200000000000005,0.973,Outfield,1
GENE_FREESE,12,1115,3446,429,877,161,28,115,432,243,535,0.254,0.307,0.418,0.934,Third_base,0
DANNY_OCONNELL,10,1143,4035,527,1049,181,35,39,320,431,396,0.26,0.335,0.35100000000000003,0.98,Second_base,0
LEO_DUROCHER,17,1637,5350,575,1320,210,56,24,567,377,480,0.247,0.299,0.32,0.961,Shortstop,0
LOU_CRIGER,16,1012,3202,337,709,86,50,11,342,309,0,0.221,0.294,0.29,0.971,Catcher,0
CURT_FLOOD,15,1759,6357,851,1861,271,44,85,636,444,609,0.293,0.344,0.389,0.987,Outfield,0
BILL_STEIN,14,959,2811,268,751,122,18,44,311,186,413,0.267,0.316,0.37,0.95,Third_base,0
STEVE_KEMP,11,1168,4058,581,1128,179,25,130,634,576,605,0.278,0.37,0.431,0.982,Outfield,0
BRUCE_CAMPBELL,13,1360,4762,759,1382,295,87,106,766,548,584,0.29,0.36700000000000005,0.455,0.956,Outfield,0
ENOS_CABELL,15,1688,5952,753,1647,263,56,60,596,259,691,0.27699999999999997,0.309,0.37,0.9440000000000001,Third_base,0
CLAUDEL_WASHINGTON,17,1912,6787,926,1884,334,69,164,824,468,1266,0.278,0.32799999999999996,0.42,0.973,Outfield,0
JOHNNIE_LeMASTER,12,1039,3191,320,709,109,19,22,229,241,564,0.222,0.278,0.289,0.961,Shortstop,0
GUS_BELL,15,1741,6478,865,1823,311,66,206,942,470,636,0.281,0.33299999999999996,0.445,0.985,Outfield,0
CATFISH_METKOVICH,10,1055,3585,476,934,167,36,47,373,307,359,0.261,0.32299999999999995,0.36700000000000005,0.976,Outfield,0
HY_MYERS,14,1310,4910,555,1380,179,100,32,559,195,358,0.281,0.312,0.37799999999999995,0.972,Outfield,0
